Year;ID;male;female
97;12067;96767;98265
97;12068;56916;58754
97;12069;95605;96695
97;12070;48121;50903
97;12071;76814;79132
97;12072;75319;77925
97;12073;78070;79593
97;13001;28035;29705
97;13002;38009;39303
97;13003;104143;108572
97;13004;51852;55815
97;13005;30495;32536
97;13006;23676;25095
97;13051;54782;55062
97;13052;48492;49556
97;13053;56972;58247
97;13054;64136;65484
97;13055;43572;44827
97;13056;34625;35716
97;13057;59001;60762
97;13058;59140;59264
97;13059;57430;58236
97;13060;54549;55134
97;13061;38407;39188
97;13062;43781;44200
97;14161;122914;136212
97;14166;31179;35318
97;14167;47934;53196
97;14171;43720;47099
97;14173;73413;81147
97;14177;75980;80443
97;14178;101914;112236
97;14181;47141;49785
97;14182;70119;74934
97;14188;45976;49057
97;14191;70139;76052
97;14193;69004;75383
97;14262;221074;238148
97;14263;29887;33414
97;14264;27027;28536
97;14272;78845;82742
97;14280;78309;83251
97;14284;56537;56613
97;14285;61575;64801
97;14286;77468;83478
97;14287;78532;82912
97;14290;58561;60771
97;14292;81109;84131
97;14365;214493;231998
97;14374;48682;50365
97;14375;38592;41793
97;14379;121285;125997
97;14383;61700;65273
97;14389;51059;53159
97;14511;-;-
97;14521;-;-
97;14522;-;-
97;14523;-;-
97;14524;-;-
97;14612;-;-
97;14625;-;-
97;14626;-;-
97;14627;-;-
97;14628;-;-
97;14713;-;-
97;14729;-;-
97;14730;-;-
97;15001;-;-
97;15002;-;-
97;15003;-;-
97;15081;-;-
97;15082;-;-
97;15083;-;-
97;15084;-;-
97;15085;-;-
97;15086;-;-
97;15087;-;-
97;15088;-;-
97;15089;-;-
97;15090;-;-
97;15091;-;-
97;15101;42509;46098
97;15151;38710;40798
97;15153;34939;37448
97;15154;55766;59827
97;15159;34931;37142
97;15171;66352;70579
97;15202;128118;140247
97;15256;71041;76382
97;15260;54259;57696
97;15261;67684;70885
97;15265;37719;38520
97;15266;34484;36416
97;15268;39297;41853
97;15303;118167;127342
97;15352;52268;55246
97;15355;40553;41548
97;15357;39523;41810
97;15358;49498;51746
97;15362;56976;58891
97;15363;71117;74049
97;15364;39450;42127
97;15367;38628;40941
97;15369;47229;50380
97;15370;51982;52519
97;16051;98897;106464
97;16052;56995;61738
97;16053;48473;50800
97;16054;25075;26133
97;16055;29648;32528
97;16056;21460;23273
97;16061;57423;58887
97;16062;49288;51455
97;16063;72989;74461
97;16064;59256;61845
97;16065;47335;49414
97;16066;71180;74698
97;16067;72742;76790
97;16068;40515;41968
97;16069;36785;38205
97;16070;59739;63164
97;16071;44689;46877
97;16072;33495;36144
97;16073;66924;70358
97;16074;46023;47528
97;16075;49148;52037
97;16076;61398;65417
97;16077;57190;61297
98;1001;40909;43833
98;1002;114892;122445
98;1003;101254;112763
98;1004;38963;41840
98;1051;67065;69482
98;1053;85355;90335
98;1054;80170;82910
98;1055;96434;103734
98;1056;141107;147002
98;1057;65977;64861
98;1058;131463;134276
98;1059;96918;97650
98;1060;120061;124720
98;1061;66705;68456
98;1062;104246;110231
98;2000;821539;878550
98;3101;119657;127584
98;3102;55403;58701
98;3103;59854;62331
98;3151;83956;83884
98;3152;130100;136220
98;3153;76113;81842
98;3154;49141;51556
98;3155;73704;78407
98;3156;41770;44974
98;3157;63613;66389
98;3158;60587;63922
98;3201;245406;270751
98;3241;-;-
98;3251;103127;105091
98;3252;77671;85432
98;3253;290203;305634
98;3254;141256;151545
98;3255;39976;42517
98;3256;61801;63585
98;3257;79878;84840
98;3351;87927;93044
98;3352;99142;103060
98;3353;111369;115038
98;3354;25388;26806
98;3355;78967;83341
98;3356;53310;54774
98;3357;78979;78927
98;3358;68628;69590
98;3359;94047;95192
98;3360;46791;50166
98;3361;64598;66812
98;3401;37891;39477
98;3402;25259;26189
98;3403;73561;80764
98;3404;78380;86903
98;3405;43287;44303
98;3451;53125;54888
98;3452;90155;94409
98;3453;73141;72890
98;3454;148944;149942
98;3455;48757;51097
98;3456;63124;64999
98;3457;78006;80671
98;3458;58340;58960
98;3459;173743;176390
98;3460;61274;61709
98;3461;46572;47725
98;3462;27696;28952
98;4011;261095;282184
98;4012;60933;63753
98;5111;267860;300580
98;5112;254306;269005
98;5113;287809;315385
98;5114;117898;125601
98;5116;127166;137496
98;5117;82921;91593
98;5119;107661;114795
98;5120;57569;62081
98;5122;79515;85720
98;5124;178018;194200
98;5154;145663;149543
98;5158;244621;261145
98;5162;216079;226119
98;5166;145168;151816
98;5170;230558;241280
98;5313;121957;122472
98;5314;145063;159576
98;5315;466138;496442
98;5316;78365;82917
98;5334;-;-
98;5354;148881;155993
98;5358;130723;132995
98;5362;221002;228644
98;5366;91779;94622
98;5370;121138;124819
98;5374;138637;146611
98;5378;132950;141308
98;5382;277508;288873
98;5512;58604;62701
98;5513;136601;147484
98;5515;123643;140846
98;5554;175953;177193
98;5558;102888;107469
98;5562;321314;339751
98;5566;212266;216877
98;5570;136106;140775
98;5711;152790;169041
98;5754;167214;172825
98;5758;121561;131641
98;5762;76302;78814
98;5766;175575;188930
98;5770;155926;165235
98;5774;140583;144906
98;5911;190243;202993
98;5913;287189;304544
98;5914;99308;107893
98;5915;88552;92167
98;5916;86137;90572
98;5954;168474;182209
98;5958;139896;143850
98;5962;225045;235155
98;5966;70052;70196
98;5970;146690;151160
98;5974;149192;155330
98;5978;208756;219515
98;6411;67314;70197
98;6412;313339;330518
98;6413;56874;59031
98;6414;127839;139348
98;6431;128114;133091
98;6432;140766;142464
98;6433;123495;124004
98;6434;107145;115838
98;6435;197781;204835
98;6436;105551;110802
98;6437;49076;50334
98;6438;163234;168251
98;6439;90529;93014
98;6440;142683;147622
98;6531;123526;129248
98;6532;128835;133982
98;6533;85549;88340
98;6534;124268;128707
98;6535;58793;59703
98;6611;93910;104161
98;6631;106128;110551
98;6632;64491;67308
98;6633;119418;125098
98;6634;95565;98029
98;6635;84053;86680
98;6636;56282;59423
98;7111;51890;57069
98;7131;62750;65754
98;7132;67375;69637
98;7133;76125;80840
98;7134;44211;46186
98;7135;32443;32944
98;7137;102618;105939
98;7138;89501;93530
98;7140;51312;53442
98;7141;62678;65842
98;7143;99218;100979
98;7211;47014;52636
98;7231;55892;57818
98;7232;47663;48700
98;7233;31905;32457
98;7235;67283;69139
98;7311;23886;24609
98;7312;49521;51168
98;7313;19354;21143
98;7314;81720;82925
98;7315;90512;95458
98;7316;25663;28195
98;7317;22153;24272
98;7318;23867;25913
98;7319;39207;41285
98;7320;17317;18435
98;7331;60045;61383
98;7332;64992;68035
98;7333;38691;39124
98;7334;60750;61389
98;7335;54053;55964
98;7336;39401;40088
98;7337;53257;55073
98;7338;71554;74185
98;7339;94107;97643
98;7340;52339;53503
98;8111;284086;297875
98;8115;177696;181509
98;8116;243181;251505
98;8117;125249;129958
98;8118;242577;249113
98;8119;198957;205421
98;8121;58533;61479
98;8125;155585;158289
98;8126;52641;53489
98;8127;90537;93423
98;8128;67374;69634
98;8135;67174;70098
98;8136;153889;158899
98;8211;23963;28583
98;8212;134162;142374
98;8215;203589;209668
98;8216;108622;113562
98;8221;65388;73897
98;8222;151670;157233
98;8225;73840;74752
98;8226;254416;265171
98;8231;55863;61743
98;8235;76906;80418
98;8236;93480;96573
98;8237;58593;61661
98;8311;95066;105914
98;8315;115273;121944
98;8316;72792;76251
98;8317;196975;206696
98;8325;68626;71432
98;8326;101784;107387
98;8327;64781;66724
98;8335;127694;135487
98;8336;104748;110296
98;8337;80436;84180
98;8415;134337;140865
98;8416;101525;104141
98;8417;94466;98224
98;8421;56237;59464
98;8425;91395;91909
98;8426;89204;91067
98;8435;96021;100356
98;8436;130571;135194
98;8437;65631;66649
98;9161;55710;57967
98;9162;567857;621040
98;9163;28515;29917
98;9171;51996;55429
98;9172;46902;51871
98;9173;55026;58427
98;9174;62164;64053
98;9175;56569;58130
98;9176;58011;58300
98;9177;55591;55283
98;9178;74246;73222
98;9179;92518;96379
98;9180;40797;45257
98;9181;51581;51483
98;9182;42858;47003
98;9183;52698;54548
98;9184;141229;144317
98;9185;43562;44336
98;9186;54141;54570
98;9187;112661;117899
98;9188;57807;63916
98;9189;79856;85934
98;9190;61515;62952
98;9261;27219;31201
98;9262;23500;26770
98;9263;21419;22625
98;9271;56010;58493
98;9272;40319;41920
98;9273;53683;54121
98;9274;69110;69414
98;9275;90412;94165
98;9276;40870;41646
98;9277;57251;59706
98;9278;46315;47325
98;9279;44540;44938
98;9361;20446;22654
98;9362;59347;65505
98;9363;20198;22934
98;9371;53183;54572
98;9372;64599;66085
98;9373;61322;62698
98;9374;49666;51016
98;9375;85629;86497
98;9376;70416;71775
98;9377;39685;40894
98;9461;32008;37015
98;9462;35182;38526
98;9463;20459;22917
98;9464;24171;27271
98;9471;70081;70462
98;9472;53406;55318
98;9473;45272;46971
98;9474;55053;56420
98;9475;52990;56968
98;9476;37183;39044
98;9477;38088;40654
98;9478;34647;36145
98;9479;41641;45898
98;9561;18890;20987
98;9562;48933;51842
98;9563;52292;56831
98;9564;233604;253541
98;9565;18181;19519
98;9571;89285;91939
98;9572;63411;63913
98;9573;55923;57760
98;9574;81560;85252
98;9575;48144;49458
98;9576;60565;61890
98;9577;46368;48447
98;9661;32162;34835
98;9662;26073;29018
98;9663;57931;67657
98;9671;85881;87068
98;9672;53088;56478
98;9673;43527;43462
98;9674;43978;44081
98;9675;43830;44652
98;9676;64710;65454
98;9677;65223;66701
98;9678;57353;58301
98;9679;78232;79704
98;9761;121561;133049
98;9762;19693;22107
98;9763;28983;32379
98;9764;19568;21206
98;9771;59728;60852
98;9772;114566;118431
98;9773;45755;47106
98;9774;59873;60970
98;9775;78120;80004
98;9776;36841;39801
98;9777;63509;65918
98;9778;64872;67015
98;9779;64331;64497
98;9780;70580;75373
98;10041;169166;184211
98;10042;51622;54445
98;10043;72160;76508
98;10044;103618;108969
98;10045;76710;80895
98;10046;47165;48754
98;11000;1648518;1750304
98;12051;39251;41279
98;12052;56006;58866
98;12053;36712;38998
98;12054;63028;66770
98;12060;81152;82785
98;12061;76685;78209
98;12062;66168;68516
98;12063;69514;71591
98;12064;91022;91946
98;12065;90663;93334
98;12066;73892;76522
98;12067;97663;98992
98;12068;56707;58486
98;12069;99427;100595
98;12070;47808;50397
98;12071;76870;78903
98;12072;76774;79121
98;12073;77176;78547
98;13001;27151;29005
98;13002;37296;38640
98;13003;101652;105779
98;13004;50601;54612
98;13005;29802;31909
98;13006;23354;24646
98;13051;56864;56986
98;13052;48040;49057
98;13053;56656;57744
98;13054;64918;65955
98;13055;43826;44799
98;13056;34663;35634
98;13057;59051;60666
98;13058;60161;60013
98;13059;57187;57966
98;13060;54629;55058
98;13061;38124;38803
98;13062;43553;43889
98;14161;119453;132450
98;14166;31190;35115
98;14167;46835;52005
98;14171;43546;46646
98;14173;73789;81043
98;14177;75728;79891
98;14178;101436;111245
98;14181;46828;49299
98;14182;70120;74739
98;14188;46133;49015
98;14191;69321;74958
98;14193;68953;75027
98;14262;217738;235089
98;14263;29356;32720
98;14264;26341;27816
98;14272;78525;81961
98;14280;76573;81373
98;14284;55926;56181
98;14285;61063;63928
98;14286;76799;82373
98;14287;78590;82952
98;14290;61266;63512
98;14292;81567;84343
98;14365;209579;227522
98;14374;48718;50288
98;14375;38508;41313
98;14379;122938;128036
98;14383;62443;65723
98;14389;50910;52680
98;14511;-;-
98;14521;-;-
98;14522;-;-
98;14523;-;-
98;14524;-;-
98;14612;-;-
98;14625;-;-
98;14626;-;-
98;14627;-;-
98;14628;-;-
98;14713;-;-
98;14729;-;-
98;14730;-;-
98;15001;-;-
98;15002;-;-
98;15003;-;-
98;15081;-;-
98;15082;-;-
98;15083;-;-
98;15084;-;-
98;15085;-;-
98;15086;-;-
98;15087;-;-
98;15088;-;-
98;15089;-;-
98;15090;-;-
98;15091;-;-
98;15101;41551;45072
98;15151;38646;40594
98;15153;34842;37112
98;15154;54840;58865
98;15159;34775;36802
98;15171;65885;69927
98;15202;124426;136412
98;15256;70645;75723
98;15260;53941;57034
98;15261;67266;70664
98;15265;39250;39803
98;15266;34231;35934
98;15268;38905;41427
98;15303;115028;124434
98;15352;51753;54665
98;15355;40118;41299
98;15357;39270;41571
98;15358;49687;51813
98;15362;57923;59524
98;15363;70521;73198
98;15364;39070;41584
98;15367;38419;40512
98;15369;46948;50174
98;15370;50568;51839
98;16051;97734;105197
98;16052;55918;60501
98;16053;48507;50588
98;16054;24564;25618
98;16055;29831;32493
98;16056;21333;23035
98;16061;57152;58227
98;16062;49001;51111
98;16063;72744;73964
98;16064;59392;61424
98;16065;47094;49041
98;16066;70962;74228
98;16067;72973;76652
98;16068;40389;41769
98;16069;36725;37995
98;16070;59867;62847
98;16071;44952;46838
98;16072;33349;35797
98;16073;65882;69543
98;16074;46281;47566
98;16075;48826;51646
98;16076;61256;64881
98;16077;56597;60546
99;1001;40773;43676
99;1002;113274;120521
99;1003;101024;112302
99;1004;38787;41456
99;1051;67326;69594
99;1053;86380;91323
99;1054;80459;83515
99;1055;97207;104193
99;1056;141847;147710
99;1057;66492;65468
99;1058;132590;135630
99;1059;97798;98618
99;1060;121520;126091
99;1061;67006;68792
99;1062;104915;110988
99;2000;824686;880049
99;3101;119350;126972
99;3102;54808;58126
99;3103;59761;62193
99;3151;85059;84974
99;3152;129776;136043
99;3153;75745;81268
99;3154;49114;51520
99;3155;73592;78253
99;3156;41536;44656
99;3157;64316;66975
99;3158;61199;64398
99;3201;245017;269701
99;3241;-;-
99;3251;103991;106013
99;3252;77768;85123
99;3253;291993;307538
99;3254;141128;151338
99;3255;39705;42165
99;3256;62059;63686
99;3257;80356;85178
99;3351;88119;93322
99;3352;100076;103757
99;3353;113000;116961
99;3354;25332;26747
99;3355;80105;84242
99;3356;54097;55441
99;3357;79933;80103
99;3358;69170;70003
99;3359;94667;96062
99;3360;46974;50257
99;3361;65035;67250
99;3401;37659;39244
99;3402;25190;25983
99;3403;73572;80553
99;3404;77981;86558
99;3405;42778;43675
99;3451;53830;55628
99;3452;90861;95163
99;3453;74186;73708
99;3454;150293;150786
99;3455;49043;51292
99;3456;63523;65472
99;3457;78820;81493
99;3458;59286;60016
99;3459;175269;177769
99;3460;62043;62612
99;3461;46484;47646
99;3462;28035;29263
99;4011;259439;280891
99;4012;59991;62744
99;5111;268630;300225
99;5112;252735;267058
99;5113;286350;313165
99;5114;117087;124682
99;5116;126721;136976
99;5117;82677;91218
99;5119;107562;114787
99;5120;57923;62202
99;5122;79712;85871
99;5124;176350;192643
99;5154;146857;150751
99;5158;245072;261577
99;5162;216369;226702
99;5166;146210;152989
99;5170;231192;242175
99;5313;121671;122154
99;5314;143416;157632
99;5315;466543;495964
99;5316;78116;82725
99;5334;-;-
99;5354;149188;156391
99;5358;132327;134130
99;5362;222363;230140
99;5366;92604;95281
99;5370;122329;125954
99;5374;139316;147082
99;5378;133768;141944
99;5382;280813;291824
99;5512;58490;62607
99;5513;135781;146198
99;5515;123825;140845
99;5554;177784;178922
99;5558;104033;108747
99;5562;320936;339523
99;5566;213867;218685
99;5570;136854;141682
99;5711;152701;168424
99;5754;168593;174286
99;5758;122045;131919
99;5762;76636;79032
99;5766;175910;188953
99;5770;156418;165593
99;5774;141951;146159
99;5911;190433;202397
99;5913;286880;303333
99;5914;98338;106863
99;5915;89307;92497
99;5916;85577;90084
99;5954;168850;182563
99;5958;139486;143569
99;5962;224694;234921
99;5966;70363;70558
99;5970;146424;150783
99;5974;150006;156125
99;5978;209707;220500
99;6411;67680;70096
99;6412;314431;329390
99;6413;57539;59088
99;6414;129032;139684
99;6431;128884;133729
99;6432;141883;143601
99;6433;123732;124458
99;6434;107312;116664
99;6435;198587;205788
99;6436;106587;111583
99;6437;49041;50332
99;6438;164270;169066
99;6439;91005;93323
99;6440;143651;148918
99;6531;123634;129576
99;6532;128831;134120
99;6533;86170;88919
99;6534;124637;128946
99;6535;58848;59822
99;6611;93058;103153
99;6631;106399;110681
99;6632;64202;66929
99;6633;119862;125729
99;6634;95496;97871
99;6635;84001;86708
99;6636;55967;59053
99;7111;51340;56663
99;7131;62910;66037
99;7132;67625;69831
99;7133;76269;80818
99;7134;44115;46028
99;7135;32500;33040
99;7137;103055;106651
99;7138;90017;93912
99;7140;51458;53580
99;7141;63026;65927
99;7143;99896;101539
99;7211;47040;52851
99;7231;55993;57759
99;7232;47585;48659
99;7233;31873;32458
99;7235;67723;69607
99;7311;23690;24523
99;7312;49247;50778
99;7313;19514;21296
99;7314;81257;82514
99;7315;89093;94041
99;7316;25714;28172
99;7317;21885;23888
99;7318;23916;25935
99;7319;39152;41209
99;7320;17305;18341
99;7331;60902;62211
99;7332;65184;68333
99;7333;38893;39365
99;7334;61172;61831
99;7335;54110;56032
99;7336;39150;40034
99;7337;53556;55472
99;7338;71847;74632
99;7339;94925;98141
99;7340;52324;53404
99;8111;284977;297466
99;8115;179178;182870
99;8116;244696;253130
99;8117;125749;130387
99;8118;244335;251108
99;8119;200271;206942
99;8121;58400;61126
99;8125;157294;160284
99;8126;53086;53844
99;8127;90839;93980
99;8128;67496;69639
99;8135;67011;69879
99;8136;154171;159147
99;8211;23930;28697
99;8212;134775;142429
99;8215;205116;211313
99;8216;109438;114091
99;8221;65694;73978
99;8222;151145;156585
99;8225;73984;74954
99;8226;255448;266506
99;8231;55738;61489
99;8235;77557;80737
99;8236;94313;97277
99;8237;59124;61939
99;8311;96025;106430
99;8315;116121;122649
99;8316;73527;76879
99;8317;198082;207525
99;8325;68937;71691
99;8326;102090;107515
99;8327;65248;67026
99;8335;128288;136252
99;8336;105161;110950
99;8337;80587;84381
99;8415;135113;141558
99;8416;102246;104784
99;8417;94625;98295
99;8421;56511;59592
99;8425;92115;92688
99;8426;89842;91567
99;8435;96804;101220
99;8436;131264;135883
99;8437;66014;66885
99;9161;56417;58409
99;9162;571363;623197
99;9163;28686;30035
99;9171;52246;55699
99;9172;47240;52041
99;9173;55726;59039
99;9174;63059;64913
99;9175;57371;59033
99;9176;59276;59154
99;9177;56914;56546
99;9178;75357;74355
99;9179;93527;97468
99;9180;40843;45374
99;9181;52168;52065
99;9182;43283;47386
99;9183;53174;54733
99;9184;143218;146484
99;9185;43922;44658
99;9186;55022;55401
99;9187;114118;119360
99;9188;58418;64627
99;9189;80377;86295
99;9190;62117;63529
99;9261;27330;31185
99;9262;23593;26698
99;9263;21363;22543
99;9271;56395;58893
99;9272;40389;42056
99;9273;54052;54669
99;9274;70190;70392
99;9275;90965;94662
99;9276;40845;41681
99;9277;57621;59991
99;9278;46745;47775
99;9279;44909;45228
99;9361;20561;22806
99;9362;59600;65636
99;9363;20158;22839
99;9371;53447;54921
99;9372;64829;66122
99;9373;62064;63265
99;9374;49654;51084
99;9375;86618;87501
99;9376;70764;72048
99;9377;39634;40787
99;9461;32007;36997
99;9462;35327;38640
99;9463;20378;22894
99;9464;24029;27104
99;9471;70595;71092
99;9472;53515;55380
99;9473;45360;46944
99;9474;55316;56532
99;9475;52878;56783
99;9476;37075;38830
99;9477;38110;40705
99;9478;34703;36207
99;9479;41310;45444
99;9561;19070;21093
99;9562;48939;51811
99;9563;52773;56998
99;9564;233415;253213
99;9565;18307;19640
99;9571;89825;92482
99;9572;63892;64285
99;9573;55609;57760
99;9574;81825;85658
99;9575;48475;49726
99;9576;61125;62371
99;9577;46564;48426
99;9661;32175;34853
99;9662;25808;28703
99;9663;58801;68549
99;9671;86126;87604
99;9672;52984;56429
99;9673;43595;43481
99;9674;44106;44265
99;9675;43884;44846
99;9676;65014;65621
99;9677;65322;66692
99;9678;57738;58552
99;9679;78542;80113
99;9761;121846;133021
99;9762;19698;22074
99;9763;29076;32272
99;9764;19643;21350
99;9771;60335;61498
99;9772;115609;119426
99;9773;46051;47428
99;9774;60137;61147
99;9775;78444;80479
99;9776;37005;39810
99;9777;64163;66487
99;9778;65328;67445
99;9779;64488;64597
99;9780;71020;75699
99;10041;168428;183388
99;10042;51534;54322
99;10043;72020;76049
99;10044;103553;109006
99;10045;76744;80881
99;10046;46980;48596
99;11000;1644575;1742092
99;12051;38561;40397
99;12052;53712;57182
99;12053;35791;38041
99;12054;62651;66332
99;12060;83184;84730
99;12061;77970;79371
99;12062;65306;67567
99;12063;71574;73370
99;12064;92846;93727
99;12065;93275;95916
99;12066;72905;75219
99;12067;97576;99208
99;12068;56345;57928
99;12069;102191;103597
99;12070;47346;49730
99;12071;76668;78579
99;12072;77962;80364
99;12073;76446;77640
99;13001;26722;28533
99;13002;36598;37929
99;13003;99627;103652
99;13004;49428;53450
99;13005;29607;31734
99;13006;23154;24251
99;13051;58149;58313
99;13052;47450;48417
99;13053;56428;57316
99;13054;65534;66443
99;13055;43859;44637
99;13056;34557;35529
99;13057;59100;60417
99;13058;60722;60512
99;13059;57164;57959
99;13060;54590;54934
99;13061;37809;38399
99;13062;43117;43282
99;14161;125123;138099
99;14166;33983;37972
99;14167;49513;54633
99;14171;43179;46125
99;14173;67870;74526
99;14177;75276;79199
99;14178;97680;106947
99;14181;46529;48888
99;14182;67642;71904
99;14188;45980;48701
99;14191;68722;73965
99;14193;65426;71049
99;14262;229565;247103
99;14263;29815;33056
99;14264;25426;26823
99;14272;77886;81241
99;14280;74612;79297
99;14284;53694;54401
99;14285;60565;63134
99;14286;76115;81357
99;14287;72572;76225
99;14290;61572;63628
99;14292;77175;79441
99;14365;235789;253743
99;14374;62430;64651
99;14375;38235;40783
99;14379;79148;81923
99;14383;66541;69884
99;14389;50663;52262
99;14511;-;-
99;14521;-;-
99;14522;-;-
99;14523;-;-
99;14524;-;-
99;14612;-;-
99;14625;-;-
99;14626;-;-
99;14627;-;-
99;14628;-;-
99;14713;-;-
99;14729;-;-
99;14730;-;-
99;15001;-;-
99;15002;-;-
99;15003;-;-
99;15081;-;-
99;15082;-;-
99;15083;-;-
99;15084;-;-
99;15085;-;-
99;15086;-;-
99;15087;-;-
99;15088;-;-
99;15089;-;-
99;15090;-;-
99;15091;-;-
99;15101;40736;44264
99;15151;38447;40250
99;15153;34525;36647
99;15154;54052;57848
99;15159;34668;36581
99;15171;65246;69110
99;15202;121314;133046
99;15256;70149;74942
99;15260;53427;56225
99;15261;66755;70168
99;15265;40255;40808
99;15266;33868;35484
99;15268;38647;41044
99;15303;112839;122234
99;15352;51162;53897
99;15355;40076;41141
99;15357;38911;41290
99;15358;49626;51743
99;15362;58367;59716
99;15363;70079;72457
99;15364;38743;41170
99;15367;38227;40177
99;15369;46678;49870
99;15370;50305;51523
99;16051;96937;104330
99;16052;55211;59507
99;16053;48915;50864
99;16054;24065;25141
99;16055;30012;32440
99;16056;21452;23047
99;16061;56904;57814
99;16062;48612;50743
99;16063;72338;73374
99;16064;59585;61058
99;16065;46743;48547
99;16066;70897;73649
99;16067;73183;76308
99;16068;40299;41585
99;16069;36471;37696
99;16070;59977;62536
99;16071;45135;46802
99;16072;33080;35343
99;16073;65476;68831
99;16074;46289;47390
99;16075;48548;51103
99;16076;60838;64318
99;16077;55992;59697
0;1001;40724;43557
0;1002;112812;119800
0;1003;101135;112264
0;1004;38566;41265
0;1051;67424;69750
0;1053;87443;92405
0;1054;80612;83668
0;1055;97660;104587
0;1056;142896;148713
0;1057;66840;66055
0;1058;133574;136536
0;1059;98291;99463
0;1060;122777;127335
0;1061;67138;68889
0;1062;105725;111857
0;2000;831225;884167
0;3101;119241;126575
0;3102;54602;57700
0;3103;59779;62026
0;3151;85736;85765
0;3152;129458;135938
0;3153;75518;80729
0;3154;48887;51146
0;3155;73261;77851
0;3156;41256;44195
0;3157;64904;67339
0;3158;61772;64925
0;3201;245411;269590
0;3241;-;-
0;3251;104674;106553
0;3252;77668;84995
0;3253;293577;309513
0;3254;141418;151561
0;3255;39530;41859
0;3256;62221;63717
0;3257;80568;85452
0;3351;88440;93352
0;3352;100401;104442
0;3353;114335;118464
0;3354;25295;26805
0;3355;81169;85492
0;3356;54480;56102
0;3357;80761;80931
0;3358;69703;70500
0;3359;95054;96636
0;3360;46999;50286
0;3361;65222;67598
0;3401;37543;39101
0;3402;25051;25912
0;3403;73991;80841
0;3404;77749;86352
0;3405;42044;43243
0;3451;54458;56192
0;3452;91500;95903
0;3453;75114;74533
0;3454;151341;151693
0;3455;49331;51558
0;3456;63931;65828
0;3457;79318;82107
0;3458;60047;60970
0;3459;175638;177675
0;3460;63053;63381
0;3461;46478;47606
0;3462;28069;29265
0;4011;259110;280293
0;4012;59157;61665
0;5111;269254;300110
0;5112;250440;264475
0;5113;284239;311004
0;5114;116121;123795
0;5116;126585;136429
0;5117;82199;90663
0;5119;107506;114645
0;5120;57457;61830
0;5122;79495;85478
0;5124;175401;191033
0;5154;147688;151674
0;5158;245604;262095
0;5162;216621;227244
0;5166;147035;153807
0;5170;231425;242965
0;5313;122075;122311
0;5314;144119;158128
0;5315;466602;496282
0;5316;78234;82813
0;5334;-;-
0;5354;149697;156883
0;5358;133328;135236
0;5362;223855;231632
0;5366;93403;95913
0;5370;123293;127107
0;5374;140204;147966
0;5378;133639;141835
0;5382;282860;294133
0;5512;58238;62373
0;5513;134154;144541
0;5515;124363;141246
0;5554;179246;180327
0;5558;105105;109788
0;5562;319277;338315
0;5566;214977;219908
0;5570;137810;142633
0;5711;153150;168608
0;5754;169781;175598
0;5758;122474;132280
0;5762;76751;79057
0;5766;176123;188883
0;5770;156903;165886
0;5774;143034;147267
0;5911;189771;201376
0;5913;286593;302401
0;5914;97219;105932
0;5915;89873;92554
0;5916;85028;89501
0;5954;168616;182165
0;5958;138784;143046
0;5962;223924;233541
0;5966;70478;70729
0;5970;145957;150299
0;5974;150189;156188
0;5978;210459;221281
0;6411;68044;70198
0;6412;316191;330359
0;6413;58179;59356
0;6414;130037;140072
0;6431;129524;134206
0;6432;142478;144302
0;6433;124178;125088
0;6434;108155;117483
0;6435;199372;206570
0;6436;107660;112604
0;6437;49161;50506
0;6438;165174;169856
0;6439;90946;93630
0;6440;144490;149770
0;6531;123860;129727
0;6532;128875;133984
0;6533;86126;89191
0;6534;124297;128982
0;6535;58728;59768
0;6611;92407;102359
0;6631;106674;111036
0;6632;64038;66616
0;6633;120020;125977
0;6634;95499;97846
0;6635;83876;86692
0;6636;55503;58459
0;7111;51338;56612
0;7131;63171;66291
0;7132;67563;69660
0;7133;76547;81029
0;7134;44247;46047
0;7135;32545;33119
0;7137;103547;107265
0;7138;90063;94215
0;7140;51649;53731
0;7141;63206;65876
0;7143;99845;101995
0;7211;46726;52684
0;7231;56203;57696
0;7232;47710;48758
0;7233;31847;32520
0;7235;67879;69731
0;7311;23412;24351
0;7312;49252;50573
0;7313;19639;21483
0;7314;80445;81788
0;7315;88939;93931
0;7316;25750;28167
0;7317;21681;23531
0;7318;23915;25861
0;7319;39151;41210
0;7320;17346;18373
0;7331;61377;62806
0;7332;65375;68440
0;7333;38950;39451
0;7334;61293;62069
0;7335;54017;56086
0;7336;38875;39810
0;7337;53692;55683
0;7338;72078;74908
0;7339;95330;98826
0;7340;52211;53167
0;8111;286025;297849
0;8115;180769;184218
0;8116;246156;254510
0;8117;126172;130620
0;8118;245466;252298
0;8119;201115;208181
0;8121;58340;60965
0;8125;158961;161994
0;8126;53517;54237
0;8127;91357;94371
0;8128;67425;69632
0;8135;67134;69842
0;8136;154724;159474
0;8211;24063;28666
0;8212;135712;142846
0;8215;206437;213118
0;8216;109316;114012
0;8221;66155;74104
0;8222;150703;156026
0;8225;74307;75117
0;8226;256221;267807
0;8231;55835;61321
0;8235;77899;81060
0;8236;94914;97938
0;8237;59034;61814
0;8311;97377;107725
0;8315;116847;123698
0;8316;74036;77378
0;8317;199482;208644
0;8325;69107;71766
0;8326;102496;107851
0;8327;65573;67343
0;8335;129121;137062
0;8336;105605;111570
0;8337;80617;84327
0;8415;135775;142220
0;8416;103041;105494
0;8417;94650;98241
