Year;ID;male;female
96;5913;289082;307942
96;5914;101184;109766
96;5915;89088;93125
96;5916;86916;91802
96;5954;169103;182379
96;5958;140205;144187
96;5962;224463;235085
96;5966;69168;69360
96;5970;147605;151557
96;5974;147403;154046
96;5978;207266;218039
96;6411;67639;70803
96;6412;313537;333767
96;6413;57076;59534
96;6414;127598;140071
96;6431;127673;132318
96;6432;139838;141140
96;6433;123457;123557
96;6434;106081;114742
96;6435;197968;204431
96;6436;104682;109837
96;6437;48902;50167
96;6438;162998;167354
96;6439;90478;92715
96;6440;140727;145447
96;6531;123637;129484
96;6532;129223;134424
96;6533;84737;87606
96;6534;123796;128359
96;6535;59095;60006
96;6611;95044;105883
96;6631;104864;109283
96;6632;65194;67851
96;6633;118957;123983
96;6634;95489;97827
96;6635;84101;86835
96;6636;56977;60092
96;7111;51955;57377
96;7131;61545;64777
96;7132;66792;69217
96;7133;75398;80636
96;7134;44386;46516
96;7135;32212;32854
96;7137;101433;104904
96;7138;87918;92257
96;7140;50977;53096
96;7141;62293;65570
96;7143;97657;99910
96;7211;46916;52834
96;7231;55927;57764
96;7232;47471;48854
96;7233;31359;31889
96;7235;66478;68175
96;7311;23872;24736
96;7312;49809;51740
96;7313;19097;21013
96;7314;82611;84487
96;7315;89593;95159
96;7316;25609;28201
96;7317;22703;25036
96;7318;23635;25878
96;7319;39142;41393
96;7320;17324;18558
96;7331;58550;59934
96;7332;64298;67304
96;7333;38108;38669
96;7334;59623;60409
96;7335;53869;55986
96;7336;39394;40184
96;7337;52936;54701
96;7338;71074;73497
96;7339;93065;96293
96;7340;52159;53571
96;8111;284717;300823
96;8115;175555;179025
96;8116;242491;250360
96;8117;125591;130078
96;8118;240627;247157
96;8119;197922;203713
96;8121;59424;62132
96;8125;152051;155264
96;8126;52084;53173
96;8127;89792;92668
96;8128;67405;69894
96;8135;67320;70438
96;8136;153592;158665
96;8211;24173;28822
96;8212;134326;142865
96;8215;201237;207404
96;8216;107687;112530
96;8221;65267;73602
96;8222;153009;159207
96;8225;73232;74529
96;8226;252386;263352
96;8231;56229;62474
96;8235;76944;80385
96;8236;92361;95484
96;8237;57870;61346
96;8311;94332;106061
96;8315;113552;119908
96;8316;72003;75437
96;8317;195780;205480
96;8325;68315;71373
96;8326;101440;107591
96;8327;64096;66355
96;8335;126392;134031
96;8336;103747;109712
96;8337;80262;83890
96;8415;133526;140094
96;8416;101210;103750
96;8417;94471;98395
96;8421;56361;59660
96;8425;90398;91250
96;8426;87794;89809
96;8435;95090;99484
96;8436;129594;133957
96;8437;65065;66158
96;9161;55325;57604
96;9162;589534;636275
96;9163;28769;30139
96;9171;51592;55151
96;9172;46889;52162
96;9173;54150;57492
96;9174;60963;62757
96;9175;54950;56558
96;9176;56795;57219
96;9177;53497;53268
96;9178;72169;71172
96;9179;91775;95289
96;9180;40627;45150
96;9181;50407;50280
96;9182;42474;46756
96;9183;52264;54321
96;9184;139092;141752
96;9185;42933;43867
96;9186;53129;53537
96;9187;110699;116181
96;9188;57068;63092
96;9189;79023;85225
96;9190;60393;61812
96;9261;27479;31621
96;9262;23765;27033
96;9263;21588;22894
96;9271;55554;57776
96;9272;39975;41813
96;9273;52888;52999
96;9274;67541;67713
96;9275;89777;93405
96;9276;40719;41657
96;9277;56820;59280
96;9278;45368;46352
96;9279;43857;44086
96;9361;20479;22705
96;9362;59465;65853
96;9363;20225;23083
96;9371;52608;53861
96;9372;64077;65753
96;9373;60204;61707
96;9374;49274;50579
96;9375;84114;84617
96;9376;69810;70973
96;9377;39641;40986
96;9461;32349;37359
96;9462;35090;38586
96;9463;20620;23254
96;9464;24502;27818
96;9471;68822;69417
96;9472;53141;54902
96;9473;45002;46685
96;9474;54509;55805
96;9475;53248;57315
96;9476;37395;39263
96;9477;38129;40603
96;9478;34690;36180
96;9479;42265;46663
96;9561;18953;20988
96;9562;48985;51857
96;9563;51723;56537
96;9564;235773;257091
96;9565;18316;19669
96;9571;88481;91214
96;9572;62521;62907
96;9573;54905;56789
96;9574;81423;85122
96;9575;47337;48661
96;9576;59810;60744
96;9577;46178;48298
96;9661;31698;34454
96;9662;26336;29411
96;9663;58554;68416
96;9671;85236;86522
96;9672;53131;56531
96;9673;43141;43308
96;9674;43536;43863
96;9675;43453;44396
96;9676;64229;64882
96;9677;65186;66563
96;9678;56762;57799
96;9679;77199;78526
96;9761;123087;135370
96;9762;20159;22453
96;9763;29141;32465
96;9764;19511;21162
96;9771;59200;59912
96;9772;113010;116346
96;9773;45380;46390
96;9774;59674;60595
96;9775;77912;79663
96;9776;36562;39509
96;9777;62509;64997
96;9778;64312;66654
96;9779;63921;64351
96;9780;69993;75055
96;10041;171241;186607
96;10042;51589;54455
96;10043;72946;77324
96;10044;105521;109985
96;10045;76931;81133
96;10046;47364;49088
96;11000;1673055;1785708
96;12051;41045;43448
96;12052;58777;62035
96;12053;38673;41111
96;12054;65610;69163
96;12060;76598;78100
96;12061;73329;74542
96;12062;66696;69590
96;12063;65764;68059
96;12064;86954;88079
96;12065;85622;88044
96;12066;76190;78834
96;12067;95680;97326
96;12068;56854;58783
96;12069;91974;93013
96;12070;48893;51529
96;12071;76142;78714
96;12072;73844;76397
96;12073;78568;80461
96;13001;28994;30564
96;13002;38837;40204
96;13003;108717;112312
96;13004;53509;57520
96;13005;31209;33176
96;13006;24083;25468
96;13051;52380;52832
96;13052;48688;49942
96;13053;57143;58858
96;13054;63391;64681
96;13055;42995;44489
96;13056;34646;35812
96;13057;58775;60520
96;13058;58033;58456
96;13059;57281;58176
96;13060;53727;54617
96;13061;38743;39588
96;13062;44129;44701
96;14161;122692;136495
96;14166;31532;35846
96;14167;48556;54196
96;14171;43910;47560
96;14173;73145;80901
96;14177;75602;80588
96;14178;102337;113108
96;14181;48200;50972
96;14182;69676;75009
96;14188;48159;51663
96;14191;70902;77203
96;14193;68809;75306
96;14262;221813;239490
96;14263;30409;34109
96;14264;28059;29507
96;14272;78885;83332
96;14280;80055;85475
96;14284;56640;56911
96;14285;61811;65456
96;14286;77830;84328
96;14287;77995;82564
96;14290;57524;60073
96;14292;79868;83333
96;14365;219338;237835
96;14374;48163;49899
96;14375;38777;42150
96;14379;118478;123184
96;14383;60715;64432
96;14389;51454;53443
96;14511;-;-
96;14521;-;-
96;14522;-;-
96;14523;-;-
96;14524;-;-
96;14612;-;-
96;14625;-;-
96;14626;-;-
96;14627;-;-
96;14628;-;-
96;14713;-;-
96;14729;-;-
96;14730;-;-
96;15001;-;-
96;15002;-;-
96;15003;-;-
96;15081;-;-
96;15082;-;-
96;15083;-;-
96;15084;-;-
96;15085;-;-
96;15086;-;-
96;15087;-;-
96;15088;-;-
96;15089;-;-
96;15090;-;-
96;15091;-;-
96;15101;43238;46893
96;15151;38578;40862
96;15153;34944;37735
96;15154;56312;60510
96;15159;35118;37518
96;15171;67172;71358
96;15202;132046;144578
96;15256;71467;77099
96;15260;54609;58271
96;15261;68336;71289
96;15265;35771;36749
96;15266;34691;36793
96;15268;39299;42038
96;15303;120577;130454
96;15352;52700;55927
96;15355;40286;41612
96;15357;39591;42025
96;15358;49999;51544
96;15362;55635;57726
96;15363;71628;74770
96;15364;39768;42503
96;15367;38840;41302
96;15369;47285;50633
96;15370;52662;52879
96;16051;100129;108050
96;16052;58130;63026
96;16053;48645;51633
96;16054;25740;26816
96;16055;29592;32372
96;16056;21549;23458
96;16061;57621;59394
96;16062;49436;51873
96;16063;73153;75021
96;16064;59508;62560
96;16065;47609;49890
96;16066;71201;75147
96;16067;72368;76500
96;16068;40515;42028
96;16069;36833;38252
96;16070;59588;63302
96;16071;44094;46320
96;16072;33768;36425
96;16073;67440;71089
96;16074;45617;47284
96;16075;49256;52342
96;16076;61442;65744
96;16077;57488;61871
97;1001;41330;44217
97;1002;116294;124222
97;1003;101848;113528
97;1004;39118;42204
97;1051;66699;69074
97;1053;84551;89576
97;1054;79667;82417
97;1055;96081;103148
97;1056;140302;146114
97;1057;65151;64046
97;1058;130359;133277
97;1059;96057;96838
97;1060;118852;123401
97;1061;66698;68300
97;1062;103722;109382
97;2000;823180;881551
97;3101;120052;128892
97;3102;56143;59310
97;3103;60118;62680
97;3151;82897;82993
97;3152;130969;137130
97;3153;76636;82343
97;3154;49226;51674
97;3155;74213;78775
97;3156;42100;45431
97;3157;62960;65704
97;3158;60074;63508
97;3201;247359;273311
97;3241;-;-
97;3251;102517;104420
97;3252;77864;85859
97;3253;289473;304593
97;3254;141115;151611
97;3255;40222;42786
97;3256;61628;63372
97;3257;79569;84751
97;3351;87399;92870
97;3352;98315;102321
97;3353;109708;113115
97;3354;25289;26840
97;3355;77971;82169
97;3356;52774;54125
97;3357;78003;78134
97;3358;68192;69189
97;3359;92926;94412
97;3360;46553;49988
97;3361;64132;66351
97;3401;38165;39793
97;3402;25271;26275
97;3403;73004;80527
97;3404;78955;87698
97;3405;43954;44996
97;3451;52529;54159
97;3452;89404;93587
97;3453;72343;72183
97;3454;148180;149316
97;3455;48559;50860
97;3456;62770;64700
97;3457;76936;80115
97;3458;57844;58141
97;3459;172480;175395
97;3460;60536;61061
97;3461;46760;47791
97;3462;27380;28677
97;4011;262946;284022
97;4012;61993;64922
97;5111;268634;302335
97;5112;256877;272185
97;5113;290090;318642
97;5114;118967;126639
97;5116;127905;138600
97;5117;83300;92207
97;5119;108039;115360
97;5120;57933;62706
97;5122;79122;85871
97;5124;180391;196302
97;5154;144660;148328
97;5158;244177;260618
97;5162;215739;225278
97;5166;143611;150365
97;5170;229745;240235
97;5313;122586;123383
97;5314;144772;160069
97;5315;466384;497927
97;5316;78829;83469
97;5334;-;-
97;5354;148572;155493
97;5358;129643;132209
97;5362;220257;227553
97;5366;91207;93865
97;5370;120266;123530
97;5374;137930;145990
97;5378;132189;140479
97;5382;273969;285332
97;5512;58756;62809
97;5513;137464;148968
97;5515;124016;141122
97;5554;174294;175609
97;5558;101893;106204
97;5562;322044;340265
97;5566;210678;215184
97;5570;135666;140143
97;5711;153505;169718
97;5754;165752;171545
97;5758;121429;131626
97;5762;76320;78908
97;5766;174993;188541
97;5770;155080;164751
97;5774;139702;144037
97;5911;191311;204526
97;5913;288233;306633
97;5914;100178;108849
97;5915;88626;92568
97;5916;86527;91336
97;5954;168947;182501
97;5958;140156;144208
97;5962;224690;235313
97;5966;69547;69721
97;5970;147390;151475
97;5974;148229;154670
97;5978;208161;218906
97;6411;67449;70427
97;6412;312247;331222
97;6413;56941;59273
97;6414;128010;139716
97;6431;128067;132884
97;6432;140271;141870
97;6433;123505;123907
97;6434;106741;115502
97;6435;197702;204450
97;6436;105091;110310
97;6437;49040;50273
97;6438;163364;167971
97;6439;90240;92957
97;6440;141493;146683
97;6531;123508;129453
97;6532;128999;134233
97;6533;84970;87983
97;6534;124064;128611
97;6535;58997;60029
97;6611;94481;104972
97;6631;105505;109952
97;6632;64948;67670
97;6633;119367;124825
97;6634;95648;98154
97;6635;84285;86865
97;6636;56706;59874
97;7111;52048;57356
97;7131;62214;65352
97;7132;67091;69448
97;7133;75885;80818
97;7134;44327;46419
97;7135;32372;32913
97;7137;102082;105437
97;7138;89015;92982
97;7140;51211;53294
97;7141;62562;65616
97;7143;98684;100681
97;7211;47016;52675
97;7231;55999;57814
97;7232;47615;48779
97;7233;31653;32123
97;7235;66776;68684
97;7311;24014;24769
97;7312;49770;51545
97;7313;19156;20961
97;7314;82350;83809
97;7315;90533;95603
97;7316;25650;28132
97;7317;22476;24708
97;7318;23764;25889
97;7319;39225;41397
97;7320;17383;18502
97;7331;59410;60808
97;7332;64696;67736
97;7333;38387;38892
97;7334;60360;61179
97;7335;54023;55894
97;7336;39448;40163
97;7337;53201;54978
97;7338;71702;73911
97;7339;93692;96928
97;7340;52306;53537
97;8111;285295;299979
97;8115;176267;179897
97;8116;242445;250686
97;8117;125155;129774
97;8118;241232;247775
97;8119;198469;204639
97;8121;59173;61814
97;8125;153777;156842
97;8126;52274;53219
97;8127;90174;93137
97;8128;67355;69708
97;8135;67257;70330
97;8136;153451;158544
97;8211;24066;28606
97;8212;134005;142566
97;8215;202027;208421
97;8216;108217;112925
97;8221;65735;74206
97;8222;152188;158287
97;8225;73664;74696
97;8226;253282;264236
97;8231;55993;62086
97;8235;76913;80360
97;8236;92624;95977
97;8237;58157;61371
97;8311;94525;105994
97;8315;114448;120902
97;8316;72430;75874
97;8317;196184;206006
97;8325;68476;71469
97;8326;101682;107424
97;8327;64309;66484
97;8335;127144;134792
97;8336;104178;109997
97;8337;80313;83984
97;8415;134113;140569
97;8416;101281;103839
97;8417;94257;98280
97;8421;56173;59455
97;8425;90783;91579
97;8426;88401;90495
97;8435;95510;99935
97;8436;129894;134366
97;8437;65337;66452
97;9161;55680;57814
97;9162;577108;628815
97;9163;28671;30115
97;9171;51735;55368
97;9172;46754;52078
97;9173;54636;58047
97;9174;61520;63366
97;9175;55647;57302
97;9176;57433;57828
97;9177;54476;54354
97;9178;73276;72321
97;9179;91968;95735
97;9180;40570;45271
97;9181;50918;50766
97;9182;42609;46833
97;9183;52515;54519
97;9184;139649;143086
97;9185;43212;44141
97;9186;53650;54100
97;9187;111769;117180
97;9188;57270;63426
97;9189;79496;85547
97;9190;60965;62398
97;9261;27289;31311
97;9262;23619;26849
97;9263;21556;22798
97;9271;55736;58157
97;9272;40237;41843
97;9273;53228;53623
97;9274;68531;68795
97;9275;90165;93808
97;9276;40848;41725
97;9277;57008;59488
97;9278;45975;46888
97;9279;44217;44616
97;9361;20495;22673
97;9362;59448;65637
97;9363;20257;23020
97;9371;52923;54144
97;9372;64356;65969
97;9373;60749;62319
97;9374;49377;50872
97;9375;84876;85423
97;9376;70164;71456
97;9377;39641;40903
97;9461;32167;37263
97;9462;35179;38482
97;9463;20570;23137
97;9464;24252;27529
97;9471;69456;69909
97;9472;53266;54976
97;9473;45149;46798
97;9474;54756;56150
97;9475;53181;57159
97;9476;37312;39197
97;9477;37990;40693
97;9478;34576;36149
97;9479;42015;46363
97;9561;18837;20920
97;9562;48631;51699
97;9563;52438;57083
97;9564;234539;255219
97;9565;18271;19673
97;9571;89001;91762
97;9572;62977;63440
97;9573;55677;57398
97;9574;81550;85217
97;9575;47853;49207
97;9576;60141;61295
97;9577;46318;48369
97;9661;32036;34783
97;9662;26251;29196
97;9663;58286;68106
97;9671;85480;87001
97;9672;53167;56529
97;9673;43341;43421
97;9674;43716;44001
97;9675;43718;44654
97;9676;64644;65239
97;9677;65142;66714
97;9678;57006;58087
97;9679;77658;79142
97;9761;122360;134265
97;9762;19826;22279
97;9763;29080;32430
97;9764;19594;21264
97;9771;59434;60400
97;9772;113858;117568
97;9773;45524;46754
97;9774;59767;60853
97;9775;77884;79823
97;9776;36723;39614
97;9777;62915;65465
97;9778;64536;66967
97;9779;64030;64422
97;9780;70115;75169
97;10041;170232;185633
97;10042;51689;54449
97;10043;72677;77042
97;10044;105489;109727
97;10045;76689;80984
97;10046;47258;48921
97;11000;1659470;1766289
97;12051;40085;42375
97;12052;57787;60676
97;12053;37783;40108
97;12054;64065;67786
97;12060;79059;80630
97;12061;74872;76123
97;12062;66484;69140
97;12063;67488;69716
97;12064;88890;90068
97;12065;87902;90451
97;12066;75169;77755
